edate,inflation,spyield,unemployment,umcsent4,homeindex,genre,gross
200904,0,1,9,69,0,Thriller/Suspense,119372423
200905,0,1,9,71,0,Thriller/Suspense,146989933
200906,0,0,10,66,0,Thriller/Suspense,5087551
200907,0,1,10,66,0,Thriller/Suspense,148089
200908,0,0,10,74,0,Thriller/Suspense,132447838
200909,0,0,10,71,0,Thriller/Suspense,60300672
200910,0,0,10,67,0,Thriller/Suspense,103476039
200911,0,1,10,72,0,Thriller/Suspense,46284452
200912,0,0,10,74,0,Thriller/Suspense,25070658
201001,0,0,10,74,0,Action,95379617
201002,0,0,10,74,0,Action,20279
201003,0,1,10,72,0,Action,13942007
201004,0,0,10,74,0,Action,187063884
201005,0,-1,10,76,0,Action,508680155
201006,0,-1,9,68,0,Action,211259508
201007,0,1,9,69,0,Action,52390893
201008,0,-1,10,68,0,Action,103192094
201009,0,1,10,68,0,Action,26593646
201010,0,0,9,72,0,Action,92656589
201011,0,0,10,74,0,Action,104802962
201001,0,0,10,74,0,Adventure,84329362
201002,0,0,10,74,0,Adventure,88970160
201003,0,1,10,72,0,Adventure,616624504
201004,0,0,10,74,0,Adventure,17630465
201005,0,-1,10,76,0,Adventure,238736787
201006,0,-1,9,68,0,Adventure,625241286
201007,0,1,9,69,0,Adventure,516189918
201008,0,-1,10,68,0,Adventure,29246300
201009,0,1,10,68,0,Adventure,80782580
201011,0,0,10,74,0,Adventure,444547411
201012,0,1,9,74,0,Adventure,422249789
201001,0,0,10,74,0,Comedy,15552374
201002,0,0,10,74,0,Comedy,44875481
201003,0,1,10,72,0,Comedy,78140554
201004,0,0,10,74,0,Comedy,98742015
201005,0,-1,10,76,0,Comedy,105619279
201006,0,-1,9,68,0,Comedy,231084354
201007,0,1,9,69,0,Comedy,94866199
201008,0,-1,10,68,0,Comedy,213013692
201009,0,1,10,68,0,Comedy,85940510
201010,0,0,9,72,0,Comedy,7053972
201011,0,0,10,74,0,Comedy,133405776
201012,0,1,9,74,0,Comedy,152079269
201001,0,0,10,74,0,Drama,25317410
201002,0,0,10,74,0,Drama,88634342
201003,0,1,10,72,0,Drama,123258557
201004,0,0,10,74,0,Drama,66320880
201005,0,-1,10,76,0,Drama,61248181
201006,0,-1,9,68,0,Drama,315466604
201007,0,1,9,69,0,Drama,32397959
201008,0,-1,10,68,0,Drama,133067778
201009,0,1,10,68,0,Drama,69484527
201010,0,0,9,72,0,Drama,168047800
201011,0,0,10,74,0,Drama,240214941
201012,0,1,9,74,0,Drama,131819176
201001,0,0,10,74,0,Horror,140960114
201002,0,0,10,74,0,Horror,203119300
201004,0,0,10,74,0,Horror,126730148
201005,0,-1,10,76,0,Horror,275190
201006,0,-1,9,68,0,Horror,34020340
201008,0,-1,10,68,0,Horror,132095058
201009,0,1,10,68,0,Horror,187616442
201010,0,0,9,72,0,Horror,317660528
201011,0,0,10,74,0,Horror,7394
201001,0,0,10,74,0,Thriller/Suspense,43735591
201002,0,0,10,74,0,Thriller/Suspense,167647228
201003,0,1,10,72,0,Thriller/Suspense,30337326
201004,0,0,10,74,0,Thriller/Suspense,14075875
201005,0,-1,10,76,0,Thriller/Suspense,1685269
201006,0,-1,9,68,0,Thriller/Suspense,403952
201007,0,1,9,69,0,Thriller/Suspense,410887563
201008,0,-1,10,68,0,Thriller/Suspense,58348079
201009,0,1,10,68,0,Thriller/Suspense,128843250
201010,0,0,9,72,0,Thriller/Suspense,47599193
201011,0,0,10,74,0,Thriller/Suspense,42586093
201012,0,1,9,74,0,Thriller/Suspense,176656304
201101,0,0,9,78,0,Action,128122105
201102,0,0,9,68,0,Action,53423145
201103,0,0,9,70,0,Action,119997010
201104,0,0,9,74,0,Action,211044470
201105,0,0,9,72,0,Action,181824109
201106,0,0,9,64,0,Action,615400020
201107,0,0,9,56,0,Action,278109267
201108,0,-1,9,60,0,Action,23297631
201109,0,-1,9,61,0,Action,61666731
201110,0,1,9,64,0,Action,88013144
201111,0,0,9,70,0,Action,83614488
201112,0,0,8,75,0,Action,421364295
201101,0,0,9,78,0,Adventure,2719296
201102,0,0,9,68,0,Adventure,55447573
201103,0,0,9,70,0,Adventure,197633180
201104,0,0,9,74,0,Adventure,261851708
201105,0,0,9,72,0,Adventure,406312938
201106,0,0,9,64,0,Adventure,274688977
201107,0,0,9,56,0,Adventure,550500161
201108,0,-1,9,60,0,Adventure,215296561
201110,0,1,9,64,0,Adventure,178063492
201111,0,0,9,70,0,Adventure,272959364
201112,0,0,8,75,0,Adventure,210709409
201101,0,0,9,78,0,Comedy,49705219
201102,0,0,9,68,0,Comedy,190240670
201103,0,0,9,70,0,Comedy,46033619
201104,0,0,9,74,0,Comedy,118544019
201105,0,0,9,72,0,Comedy,424743538
201106,0,0,9,64,0,Comedy,105541740
201107,0,0,9,56,0,Comedy,216558969
201108,0,-1,9,60,0,Comedy,99517589
201109,0,-1,9,61,0,Comedy,13865479
201110,0,1,9,64,0,Comedy,7354654
201111,0,0,9,70,0,Comedy,188334425
201112,0,0,8,75,0,Comedy,47015341
201101,0,0,9,78,0,Drama,18281845
201102,0,0,9,68,0,Drama,8565093
201103,0,0,9,70,0,Drama,54012064
201104,0,0,9,74,0,Drama,122768073
201105,0,0,9,72,0,Drama,18573782
201106,0,0,9,64,0,Drama,10302131
201107,0,0,9,56,0,Drama,16099289
201108,0,-1,9,60,0,Drama,188380227
201109,0,-1,9,61,0,Drama,205521267
201110,0,1,9,64,0,Drama,76795984
201111,0,0,9,70,0,Drama,467666198
201112,0,0,8,75,0,Drama,205289124
201101,0,0,9,78,0,Horror,66095266
201102,0,0,9,68,0,Horror,3632
201103,0,0,9,70,0,Horror,93908
201104,0,0,9,74,0,Horror,186819722
201105,0,0,9,72,0,Horror,58273252
201106,0,0,9,64,0,Horror,506888
201107,0,0,9,56,0,Horror,15520
201108,0,-1,9,60,0,Horror,170009616
201109,0,-1,9,61,0,Horror,83544138
201110,0,1,9,64,0,Horror,242930316
201111,0,0,9,70,0,Horror,76200
201101,0,0,9,78,0,Thriller/Suspense,24990783
201102,0,0,9,68,0,Thriller/Suspense,101167710
201103,0,0,9,70,0,Thriller/Suspense,237545672
201104,0,0,9,74,0,Thriller/Suspense,96509311
201105,0,0,9,72,0,Thriller/Suspense,43753
201106,0,0,9,64,0,Thriller/Suspense,127106232
201107,0,0,9,56,0,Thriller/Suspense,768222
201108,0,-1,9,60,0,Thriller/Suspense,67953909
201109,0,-1,9,61,0,Thriller/Suspense,133054963
201110,0,1,9,64,0,Thriller/Suspense,45162824
201111,0,0,9,70,0,Thriller/Suspense,3030848
201112,0,0,8,75,0,Thriller/Suspense,126665186
201201,0,1,8,75,0,Action,180901571
201202,0,0,8,76,0,Action,121791785
201203,0,0,8,76,0,Action,4557180
201204,0,0,8,79,0,Action,17142080
201205,0,-1,8,73,0,Action,688591310
201206,0,0,8,72,0,Action,5678410
201207,0,0,8,74,0,Action,448139099
201208,0,0,8,78,0,Action,144211560
201209,0,0,8,83,0,Action,80404168
201210,0,0,8,83,0,Action,755552
201211,0,0,8,73,0,Action,364817910
201201,0,1,8,75,0,Adventure,178000
201202,0,0,8,76,0,Adventure,123340509
201203,0,0,8,76,0,Adventure,435694429
201204,0,0,8,79,0,Adventure,31051126
201205,0,-1,8,73,0,Adventure,179020854
201206,0,0,8,72,0,Adventure,608810419
201207,0,0,8,74,0,Adventure,423352506
201208,0,0,8,78,0,Adventure,106077620
201209,0,0,8,83,0,Adventure,148377966
201210,0,0,8,83,0,Adventure,35333390
201211,0,0,8,73,0,Adventure,292825435
201212,0,0,8,74,0,Adventure,380275165
201201,0,1,8,75,0,Comedy,26436130
201202,0,0,8,76,0,Comedy,21512077
201203,0,0,8,76,0,Comedy,222615127
201204,0,0,8,79,0,Comedy,104589981
201205,0,-1,8,73,0,Comedy,119348052
201206,0,0,8,72,0,Comedy,448213709
201207,0,0,8,74,0,Comedy,34466000
201208,0,0,8,78,0,Comedy,102385534
201209,0,0,8,83,0,Comedy,66090077
201210,0,0,8,83,0,Comedy,70242914
201211,0,0,8,73,0,Comedy,198174
201212,0,0,8,74,0,Comedy,107185144
201201,0,1,8,75,0,Drama,32933000
201202,0,0,8,76,0,Drama,189075443
201203,0,0,8,76,0,Drama,20008304
201204,0,0,8,79,0,Drama,62622067
201205,0,-1,8,73,0,Drama,51112513
201206,0,0,8,72,0,Drama,29011047
201207,0,0,8,74,0,Drama,36918165
201208,0,0,8,78,0,Drama,120375067
201209,0,0,8,83,0,Drama,95191397
201210,0,0,8,83,0,Drama,45516562
201211,0,0,8,73,0,Drama,857000362
201212,0,0,8,74,0,Drama,45516865
201201,0,1,8,75,0,Horror,106525890
201202,0,0,8,76,0,Horror,108930334
201203,0,0,8,76,0,Horror,25936968
201204,0,0,8,79,0,Horror,325004
201205,0,-1,8,73,0,Horror,36424232
201206,0,0,8,72,0,Horror,76072890
201208,0,0,8,78,0,Horror,108326680
201209,0,0,8,83,0,Horror,148207724
201210,0,0,8,83,0,Horror,239239348
201211,0,0,8,73,0,Horror,13738734
201201,0,1,8,75,0,Thriller/Suspense,89170132
201202,0,0,8,76,0,Thriller/Suspense,202509536
201203,0,0,8,76,0,Thriller/Suspense,408722230
201204,0,0,8,79,0,Thriller/Suspense,74041842
201205,0,-1,8,73,0,Thriller/Suspense,414937
201206,0,0,8,72,0,Thriller/Suspense,126585005
201207,0,0,8,74,0,Thriller/Suspense,50024079
201208,0,0,8,78,0,Thriller/Suspense,136924058
201209,0,0,8,83,0,Thriller/Suspense,53041414
201210,0,0,8,83,0,Thriller/Suspense,302514991
201211,0,0,8,73,0,Thriller/Suspense,14945541
201212,0,0,8,74,0,Thriller/Suspense,175866221
201301,0,1,8,78,0,Action,115334617
201302,0,0,8,79,0,Action,76859256
201303,0,0,8,76,0,Action,122820285
201304,0,0,8,84,0,Action,50088374
201305,0,0,8,84,0,Action,708737001
201306,0,0,8,85,0,Action,493422415
201307,0,1,7,82,0,Action,321249875
201308,0,0,7,78,0,Action,204053521
201309,0,0,7,73,0,Action,42063019
201310,0,1,7,75,0,Action,8008161
201311,0,0,7,82,0,Action,228714290
201312,0,0,7,81,0,Action,171490031
201302,0,0,8,79,0,Adventure,57012977
201303,0,0,8,76,0,Adventure,487969218
201305,0,0,8,84,0,Adventure,336297343
201306,0,0,8,85,0,Adventure,268488329
201307,0,1,7,82,0,Adventure,522111299
201308,0,0,7,78,0,Adventure,190010152
201309,0,0,7,73,0,Adventure,119912093
201311,0,0,7,82,0,Adventure,543843942
201312,0,0,7,81,0,Adventure,352744959
201301,0,1,8,78,0,Comedy,132818960
201302,0,0,8,79,0,Comedy,201113265
201303,0,0,8,76,0,Comedy,49252006
201304,0,0,8,84,0,Comedy,32713815
201305,0,0,8,84,0,Comedy,127242774
201306,0,0,8,85,0,Comedy,309240616
201307,0,1,7,82,0,Comedy,193839351
201308,0,0,7,78,0,Comedy,224357490
201309,0,0,7,73,0,Comedy,18675494
201310,0,1,7,75,0,Comedy,102183877
201311,0,0,7,82,0,Comedy,101206650
201312,0,0,7,81,0,Comedy,210150375
201301,0,1,8,78,0,Drama,7884247
201302,0,0,8,79,0,Drama,82362015
201303,0,0,8,76,0,Drama,84738249
201304,0,0,8,84,0,Drama,128232251
201305,0,0,8,84,0,Drama,162879861
201306,0,0,8,85,0,Drama,9022375
201307,0,1,7,82,0,Drama,16141458
201308,0,0,7,78,0,Drama,143120781
201309,0,0,7,73,0,Drama,39345342
201310,0,1,7,75,0,Drama,178838449
201311,0,0,7,82,0,Drama,116596322
201312,0,0,7,81,0,Drama,111222206
201301,0,1,8,78,0,Horror,211940394
201302,0,0,8,79,0,Horror,34837334
201303,0,0,8,76,0,Horror,30363882
201304,0,0,8,84,0,Horror,110894548
201305,0,0,8,84,0,Horror,870088
201306,0,0,8,85,0,Horror,129009512
201307,0,1,7,82,0,Horror,274843948
201308,0,0,7,78,0,Horror,36988012
201309,0,0,7,73,0,Horror,167174514
201310,0,1,7,75,0,Horror,70562604
201311,0,0,7,82,0,Horror,6656
201312,0,0,7,81,0,Horror,11408
201301,0,1,8,78,0,Thriller/Suspense,37325574
201302,0,0,8,79,0,Thriller/Suspense,94571363
201303,0,0,8,76,0,Thriller/Suspense,204042880
201304,0,0,8,84,0,Thriller/Suspense,96714290
201305,0,0,8,84,0,Thriller/Suspense,117723989
201306,0,0,8,85,0,Thriller/Suspense,73683631
201307,0,1,7,82,0,Thriller/Suspense,904044
201308,0,0,7,78,0,Thriller/Suspense,23912671
201309,0,0,7,73,0,Thriller/Suspense,61392512
201310,0,1,7,75,0,Thriller/Suspense,343957953
201311,0,0,7,82,0,Thriller/Suspense,70495
201312,0,0,7,81,0,Thriller/Suspense,24084
201401,0,0,7,82,0,Action,70847299
201402,0,1,7,80,0,Action,150351901
201403,0,0,7,84,0,Action,163344441
201404,0,0,6,82,0,Action,280726959
201405,0,0,6,82,0,Action,637453999
201406,0,0,6,82,0,Action,346269213
201407,0,0,6,82,0,Action,129046655
201408,0,0,6,85,0,Action,390972887
201409,0,0,6,87,0,Action,230531918
201410,0,0,6,89,0,Action,101632833
201411,0,0,6,94,0,Action,28534
201401,0,0,7,82,0,Adventure,83100076
201402,0,1,7,80,0,Adventure,257784718
201403,0,0,7,84,0,Adventure,313664661
201404,0,0,6,82,0,Adventure,131642063
201405,0,0,6,82,0,Adventure,260299382
201406,0,0,6,82,0,Adventure,177002924
201407,0,0,6,82,0,Adventure,379326777
201408,0,0,6,85,0,Adventure,191214585
201409,0,0,6,87,0,Adventure,51174090
201410,0,0,6,89,0,Adventure,117137880
201411,0,0,6,94,0,Adventure,493922583
201412,0,0,6,98,0,Adventure,369723933
201401,0,0,7,82,0,Comedy,134316096
201402,0,1,7,80,0,Comedy,6148715
201403,0,0,7,84,0,Comedy,82924997
201404,0,0,6,82,0,Comedy,108279153
201405,0,0,6,82,0,Comedy,185213500
201406,0,0,6,82,0,Comedy,192356959
201407,0,0,6,82,0,Comedy,143097515
201408,0,0,6,85,0,Comedy,140709436
201409,0,0,6,87,0,Comedy,38492837
201410,0,0,6,89,0,Comedy,51117387
201411,0,0,6,94,0,Comedy,88635992
201412,0,0,6,98,0,Comedy,36369528
201401,0,0,7,82,0,Drama,43612640
201402,0,1,7,80,0,Drama,217130011
201403,0,0,7,84,0,Drama,176161555
201404,0,0,6,82,0,Drama,130810451
201405,0,0,6,82,0,Drama,54948373
201406,0,0,6,82,0,Drama,146238767
201407,0,0,6,82,0,Drama,28374410
201408,0,0,6,85,0,Drama,180636834
201409,0,0,6,87,0,Drama,65848380
201410,0,0,6,89,0,Drama,199360205
201411,0,0,6,94,0,Drama,157158110
201412,0,0,6,98,0,Drama,640412099
201401,0,0,7,82,0,Horror,96567666
201402,0,1,7,80,0,Horror,11420
201404,0,0,6,82,0,Horror,73014872
201405,0,0,6,82,0,Horror,14156
201406,0,0,6,82,0,Horror,28184
201407,0,0,6,82,0,Horror,61169732
201409,0,0,6,87,0,Horror,6001808
201410,0,0,6,89,0,Horror,270610248
201411,0,0,6,94,0,Horror,2995160
201412,0,0,6,98,0,Horror,5512666
201401,0,0,7,82,0,Thriller/Suspense,51425
201402,0,1,7,80,0,Thriller/Suspense,33004210
201403,0,0,7,84,0,Thriller/Suspense,1218414
201404,0,0,6,82,0,Thriller/Suspense,27490432
201405,0,0,6,82,0,Thriller/Suspense,694978
201406,0,0,6,82,0,Thriller/Suspense,5936786
201407,0,0,6,82,0,Thriller/Suspense,88803529
201408,0,0,6,85,0,Thriller/Suspense,93849810
201409,0,0,6,87,0,Thriller/Suspense,54742526
201410,0,0,6,89,0,Thriller/Suspense,220130214
201411,0,0,6,94,0,Thriller/Suspense,337135885
201412,0,0,6,98,0,Thriller/Suspense,6871
201501,0,0,6,95,0,Action,97221953
201502,0,1,6,93,0,Action,176395266
201503,0,0,5,96,0,Action,188211984
201504,0,0,5,91,0,Action,354377469
201505,0,0,6,96,0,Action,612919893
201506,0,0,5,93,0,Action,652315582
201507,0,0,5,92,0,Action,479953550
201508,0,-1,5,87,0,Action,134451865
